ID_objet;Date;Heure;Longitude;Latitude;Categ;Ss_categ;Etat;Quantite
2869;08/11/16;00:08:58;1,465148668;43,64620567;Vehicules;Pieces detaches;Bon;4
2870;15/08/17;04:16:14;1,465813284;43,5977767;Vetement/textile;Femme;Reparable;4
2871;21/01/17;03:32:24;1,473910964;43,64373754;Electronique;Ordinateur;Reparable;2
2872;08/08/17;03:08:29;1,379218218;43,57519462;Materiaux;Bois;Bon;3
2873;20/12/16;17:47:28;1,481175586;43,5545916;Materiaux;Carton;Inconnu;3
2874;04/08/17;22:52:16;1,380088481;43,57999453;Vaisselles;NULL;Inconnu;4
2875;26/02/17;07:21:21;1,347199915;43,62786911;Ameublement;Table;Inconnu;1
2876;19/08/17;09:46:00;1,346664998;43,63924972;Electronique;Jeux videos;Abime;4
2877;21/02/17;02:13:39;1,363888864;43,62159786;Materiaux;Carton;Abime;1
2878;14/04/17;01:47:33;1,423061081;43,62471093;Vehicules;Autres;Reparable;2
2879;14/08/17;13:40:31;1,502296088;43,61799982;Materiaux;Bois;Abime;3
2880;06/03/17;11:57:53;1,358613317;43,57910877;Vetement/textile;Homme;Inconnu;3
2881;01/01/17;11:15:45;1,37660705;43,59892623;Decos;NULL;Bon;4
2882;19/10/16;01:33:33;1,377410603;43,59245794;Ameublement;Fauteuil;Inconnu;1
2883;19/04/17;18:13:59;1,394789571;43,6113177;Electronique;Telephonie;Bon;4
2884;25/11/16;04:28:05;1,397301695;43,54590307;Vehicules;Autres;Reparable;1
2885;16/09/16;00:37:11;1,364815523;43,65186548;Outils;NULL;Inconnu;1
2886;22/09/16;02:44:36;1,378920669;43,60568326;Outils;NULL;Inconnu;3
2887;18/02/17;11:00:17;1,437649625;43,6158101;Decos;NULL;Inconnu;3
2888;19/09/17;02:56:47;1,413177617;43,61452907;Ameublement;Fauteuil;Abime;1
2889;18/01/17;19:11:29;1,448673762;43,58618799;Materiaux;Feraille;Abime;2
2890;26/11/16;02:22:34;1,376656385;43,64828149;Vehicules;Velos;Abime;1
2891;09/05/17;15:04:24;1,43589094;43,58661445;Vaisselles;NULL;Reparable;1
2892;03/02/17;23:27:53;1,502600818;43,63904084;Outils;NULL;Abime;2
2893;23/02/17;19:07:56;1,459540107;43,5359202;Vetement/textile;Femme;Reparable;4
2894;13/09/17;07:11:46;1,375722939;43,58763805;Materiaux;Carton;Inconnu;3
2895;14/12/16;02:24:28;1,385868208;43,62136318;Decos;NULL;Inconnu;3
2896;09/10/16;18:42:34;1,407394419;43,59486006;Vetement/textile;Femme;Reparable;4
2897;12/03/17;22:53:46;1,455192065;43,53287892;Decos;NULL;Inconnu;2
2898;19/09/16;02:21:04;1,359428503;43,54988403;Electromenager;NULL;Reparable;1
2899;15/05/17;10:17:23;1,417625323;43,64006096;Vetement/textile;Enfant;Bon;1
2900;16/11/16;06:23:43;1,399173077;43,60180399;Electronique;Telephonie;Bon;1
2901;28/12/16;13:13:14;1,362555475;43,62667384;Ameublement;Chaise;Bon;3
2902;25/02/17;05:33:20;1,49498828;43,64841102;Vetement/textile;Femme;Reparable;4
2903;17/05/17;08:42:17;1,359036523;43,53999376;Vehicules;Velos;Reparable;3
2904;28/02/17;09:21:10;1,381111173;43,65874018;Vetement/textile;Enfant;Inconnu;4
2905;29/11/16;15:57:21;1,425467781;43,63692944;Ameublement;Literie;Inconnu;1
2906;03/06/17;10:14:09;1,425439242;43,61876881;Vaisselles;NULL;Abime;2
2907;29/03/17;03:01:07;1,474216152;43,59695319;Ameublement;Literie;Reparable;2
2908;09/03/17;23:51:51;1,502013453;43,65847234;Electronique;Jeux videos;Reparable;2
2909;28/03/17;01:53:26;1,35453377;43,65351159;Decos;NULL;Bon;2
2910;09/02/17;02:43:00;1,397740021;43,60845258;Vetement/textile;Femme;Abime;2
2911;14/10/16;01:01:32;1,368829468;43,64741553;Vehicules;Autres;Inconnu;1
2912;02/08/17;06:31:56;1,492329778;43,55376093;Ameublement;Chaise;Abime;1
2913;14/01/17;11:03:37;1,410793286;43,56920857;Ameublement;Rangement;Abime;4
2914;28/09/16;23:59:23;1,373625889;43,53747418;Materiaux;Verre;Abime;3
2915;04/04/17;09:34:39;1,421116842;43,63200035;Materiaux;Carton;Reparable;4
2916;11/12/16;03:59:15;1,418484921;43,53708091;Materiaux;Verre;Reparable;3
2917;13/04/17;10:44:54;1,476959051;43,5584865;Vetement/textile;Homme;Bon;3
2918;03/11/16;12:42:27;1,429925092;43,57607002;Electronique;Jeux videos;Inconnu;4
2919;08/09/16;16:03:52;1,444124435;43,55614619;Electronique;Jeux videos;Abime;1
2920;09/11/16;10:42:22;1,359876083;43,5933718;Ameublement;Rangement;Bon;3
2921;03/10/17;05:51:54;1,404994697;43,61042148;Materiaux;Bois;Abime;2
2922;16/10/16;02:40:35;1,387682267;43,56120316;Vehicules;Velos;Abime;4
2923;22/11/16;06:28:48;1,367404747;43,54782662;Materiaux;Carton;Reparable;2
2924;27/06/17;16:49:43;1,398485045;43,57677685;Materiaux;Verre;Abime;4
2925;09/09/17;03:15:56;1,348597019;43,62888897;Vaisselles;NULL;Reparable;4
2926;29/11/16;08:59:05;1,476134611;43,63907351;Ameublement;Literie;Abime;4
2927;26/09/17;08:49:43;1,355851558;43,530566;Ameublement;Chaise;Reparable;4
2928;14/04/17;16:56:54;1,445829815;43,57780998;Outils;NULL;Abime;2
2929;12/12/16;04:34:21;1,461539389;43,65948502;Electromenager;NULL;Reparable;4
2930;27/12/16;21:31:29;1,407981379;43,55796998;Vehicules;Velos;Reparable;3
2931;30/12/16;10:20:27;1,355156288;43,55693306;Materiaux;Bois;Bon;1
2932;28/06/17;20:58:07;1,40881457;43,59389148;Ameublement;Chaise;Bon;3
2933;04/09/17;22:10:16;1,352545581;43,65067147;Vetement/textile;Homme;Abime;2
2934;19/10/16;14:47:49;1,380552983;43,53991524;Vehicules;Velos;Inconnu;3
2935;10/01/17;06:53:48;1,404094124;43,64495084;Ameublement;Chaise;Bon;2
2936;10/08/17;16:42:33;1,490365324;43,59892558;Materiaux;Verre;Reparable;3
2937;17/07/17;23:31:16;1,470967894;43,59991706;Vetement/textile;Femme;Bon;3
2938;11/04/17;08:09:47;1,437862576;43,59408821;Decos;NULL;Inconnu;3
2939;12/01/17;03:44:55;1,49875046;43,54567148;Electronique;Ordinateur;Reparable;4
2940;19/01/17;22:51:19;1,374223025;43,64495509;Vaisselles;NULL;Abime;2
2941;02/10/17;19:42:00;1,344358935;43,54853038;Divers;NULL;Bon;2
2942;29/05/17;13:52:06;1,436947075;43,62035226;Ameublement;Fauteuil;Abime;3
2943;14/05/17;17:34:31;1,397030991;43,54453272;Ameublement;Rangement;Inconnu;3
2944;08/01/17;13:06:28;1,433769737;43,62533372;Electronique;Ordinateur;Reparable;2
2945;12/11/16;02:18:00;1,509412035;43,56508369;Decos;NULL;Bon;4
2946;28/02/17;16:52:29;1,436055982;43,540454;Materiaux;Bois;Abime;2
2947;30/06/17;04:57:47;1,413796185;43,59032406;Vetement/textile;Homme;Inconnu;3
2948;20/12/16;22:55:49;1,3532684;43,60315416;Ameublement;Table;Bon;4
2949;22/10/16;13:11:40;1,422234372;43,56787149;Divers;NULL;Bon;1
2950;19/01/17;13:13:55;1,488794808;43,57332815;Vetement/textile;Femme;Reparable;2
2951;14/09/16;22:54:26;1,494099172;43,57372414;Vetement/textile;Enfant;Inconnu;1
2952;04/11/16;13:14:12;1,428345637;43,65344992;Ameublement;Table;Bon;4
2953;12/05/17;10:39:12;1,493853429;43,56264234;Electromenager;NULL;Abime;4
2954;14/03/17;23:35:17;1,358733238;43,53155329;Ameublement;Table;Inconnu;4
2955;03/05/17;23:24:38;1,481440523;43,6100267;Vetement/textile;Homme;Abime;4
2956;03/10/16;18:29:02;1,496723109;43,64288364;Materiaux;Verre;Bon;3
2957;04/11/16;04:54:19;1,495994125;43,59177507;Outils;NULL;Reparable;4
2958;17/01/17;19:05:58;1,430439039;43,58571781;Electronique;Ordinateur;Reparable;3
2959;19/08/17;03:29:19;1,457719326;43,65383556;Materiaux;Verre;Bon;3
2960;31/01/17;00:42:19;1,352540002;43,5611521;Ameublement;Chaise;Abime;4
2961;28/08/17;21:46:56;1,487270652;43,62860426;Ameublement;Table;Abime;3
2962;05/12/16;15:57:34;1,473568315;43,65667016;Materiaux;Carton;Reparable;3
2963;07/12/16;18:46:41;1,494293489;43,61831752;Materiaux;Carton;Reparable;1
2964;23/11/16;18:18:11;1,417876106;43,53807784;Ameublement;Fauteuil;Bon;3
2965;02/12/16;20:48:53;1,477663144;43,66061318;Ameublement;Rangement;Bon;4
2966;22/03/17;04:02:22;1,491442443;43,62314138;Electronique;Ordinateur;Inconnu;3
2967;19/08/17;10:49:59;1,349880758;43,579747;Materiaux;Verre;Reparable;4
2968;27/11/16;07:25:08;1,479636228;43,59995421;Ameublement;Table;Bon;4
2969;12/04/17;02:13:07;1,410490404;43,61457131;Divers;NULL;Bon;4
2970;30/08/17;19:57:34;1,356051591;43,5678805;Outils;NULL;Reparable;3
2971;23/09/17;13:26:32;1,481095573;43,65260339;Outils;NULL;Inconnu;1
2972;17/02/17;18:31:41;1,48303802;43,64147203;Vetement/textile;Homme;Abime;2
2973;10/06/17;17:05:41;1,481038025;43,59646334;Materiaux;Feraille;Reparable;1
2974;26/03/17;11:17:09;1,354526771;43,55555616;Vehicules;Pieces detaches;Abime;3
2975;10/11/16;00:31:31;1,411929499;43,60255038;Vetement/textile;Enfant;Abime;1
2976;24/11/16;07:45:15;1,368603394;43,55892822;Electronique;Jeux videos;Bon;2
2977;18/03/17;01:09:09;1,420044896;43,65802986;Materiaux;Carton;Reparable;1
2978;20/07/17;02:31:01;1,488367036;43,6238358;Ameublement;Chaise;Bon;3
2979;29/05/17;15:17:18;1,365805089;43,55556077;Vetement/textile;Homme;Reparable;3
2980;01/10/16;02:17:45;1,469093999;43,62823422;Outils;NULL;Inconnu;4
2981;08/09/17;02:17:10;1,486982464;43,53310253;Ameublement;Literie;Reparable;2
2982;21/09/16;20:12:13;1,442808116;43,62636433;Electronique;Jeux videos;Bon;3
2983;26/07/17;05:23:14;1,486373497;43,63777065;Materiaux;Carton;Abime;1
2984;14/03/17;02:38:31;1,408310673;43,57459075;Ameublement;Table;Bon;2
2985;21/05/17;09:43:23;1,383931532;43,60256484;Divers;NULL;Bon;1
2986;29/10/16;08:19:34;1,37817528;43,55752966;Materiaux;Carton;Abime;1
2987;08/02/17;12:47:13;1,3982046;43,58328979;Electronique;Jeux videos;Inconnu;1
2988;20/03/17;21:40:09;1,466876539;43,58197171;Decos;NULL;Reparable;2
2989;16/11/16;01:11:37;1,374707756;43,61932211;Vetement/textile;Homme;Inconnu;3
2990;04/11/16;21:49:00;1,352563476;43,6353482;Outils;NULL;Abime;4
2991;16/01/17;17:38:53;1,412164091;43,64508274;Vaisselles;NULL;Abime;2
2992;08/12/16;12:06:10;1,44221978;43,53282551;Materiaux;Feraille;Inconnu;4
2993;25/01/17;09:06:21;1,488063211;43,64110183;Outils;NULL;Inconnu;3
2994;22/05/17;11:27:44;1,506616911;43,55000077;Materiaux;Carton;Bon;4
2995;30/12/16;00:42:22;1,476739836;43,64252671;Electronique;Ordinateur;Reparable;1
2996;18/04/17;17:55:29;1,448790388;43,56783503;Electronique;Jeux videos;Inconnu;4
2997;20/12/16;14:09:44;1,345648534;43,61581455;Electronique;Jeux videos;Bon;1
2998;04/03/17;04:07:09;1,510608199;43,56424065;Materiaux;Carton;Bon;2
2999;28/11/16;07:11:01;1,399756397;43,54920396;Ameublement;Chaise;Bon;3
3000;05/03/17;06:24:12;1,424214458;43,57871107;Vehicules;Autres;Bon;4
3001;04/10/17;11:25:08;1,376423902;43,63322476;Ameublement;Literie;Abime;3
3002;08/04/17;01:19:10;1,490881678;43,58849464;Vehicules;Pieces detaches;Inconnu;1
3003;16/05/17;00:55:16;1,457785404;43,56455829;Vaisselles;NULL;Inconnu;1
3004;19/02/17;14:42:51;1,390505444;43,65074657;Vaisselles;NULL;Abime;3
3005;01/06/17;13:44:46;1,45811359;43,57582706;Outils;NULL;Bon;3
3006;09/01/17;23:39:54;1,449368729;43,65941589;Decos;NULL;Abime;1
3007;07/01/17;23:24:26;1,345396776;43,55543219;Electronique;Jeux videos;Bon;3
3008;15/09/17;09:56:08;1,450467412;43,64112119;Outils;NULL;Inconnu;3
3009;27/12/16;11:53:41;1,357810178;43,65127075;Vehicules;Autres;Inconnu;1
3010;02/02/17;10:29:04;1,4648201;43,64927593;Electronique;Ordinateur;Abime;1
3011;13/02/17;21:58:47;1,437163195;43,55012602;Vetement/textile;Homme;Inconnu;4
3012;30/08/17;09:56:03;1,460760988;43,65940412;Vehicules;Velos;Reparable;3
3013;17/10/16;08:47:47;1,507747126;43,64285737;Vetement/textile;Homme;Reparable;4
3014;22/05/17;19:13:09;1,490390044;43,59011099;Electronique;Telephonie;Abime;1
3015;23/12/16;00:26:01;1,350591316;43,59358242;Electronique;Telephonie;Abime;1
3016;23/09/16;19:35:16;1,408087176;43,59817107;Materiaux;Verre;Abime;2
3017;12/04/17;19:22:49;1,418065867;43,6255232;Electronique;Ordinateur;Reparable;4
3018;03/11/16;06:23:44;1,38037388;43,54001044;Electromenager;NULL;Bon;2
3019;19/02/17;03:55:56;1,399267124;43,58576239;Ameublement;Chaise;Reparable;1
3020;18/05/17;23:25:51;1,42661556;43,61580225;Ameublement;Fauteuil;Reparable;4
3021;29/09/17;05:38:17;1,387303092;43,64824268;Vetement/textile;Enfant;Reparable;4
3022;25/08/17;01:07:45;1,409809753;43,60639752;Decos;NULL;Reparable;3
3023;07/03/17;15:49:52;1,447779496;43,61874563;Ameublement;Table;Reparable;1
3024;06/01/17;16:57:42;1,502689107;43,60237931;Materiaux;Carton;Reparable;2
3025;27/02/17;12:44:34;1,354306422;43,60712062;Vehicules;Pieces detaches;Reparable;4
3026;11/09/17;14:10:23;1,451478986;43,63381266;Vehicules;Pieces detaches;Reparable;3
3027;13/06/17;03:36:18;1,420370646;43,57286668;Vehicules;Pieces detaches;Reparable;3
3028;02/08/17;03:33:47;1,407930953;43,60835306;Electronique;Jeux videos;Abime;1
3029;10/09/16;17:58:10;1,414086846;43,62477613;Vetement/textile;Femme;Abime;2
3030;02/03/17;07:44:11;1,345575111;43,5369586;Ameublement;Fauteuil;Reparable;1
3031;10/04/17;10:12:02;1,409508643;43,60706276;Vehicules;Pieces detaches;Reparable;3
3032;27/03/17;16:49:13;1,432711959;43,65892489;Decos;NULL;Abime;1
3033;15/11/16;13:47:48;1,369756975;43,53520914;Ameublement;Table;Bon;1
3034;09/06/17;11:01:45;1,378556113;43,58713929;Vaisselles;NULL;Abime;3
3035;05/07/17;14:35:38;1,438007999;43,55832337;Electronique;Jeux videos;Inconnu;2
3036;06/12/16;08:27:07;1,458086054;43,63653021;Vetement/textile;Enfant;Abime;1
3037;08/09/16;06:13:11;1,484872994;43,65983595;Materiaux;Bois;Inconnu;2
3038;21/08/17;19:02:06;1,362717092;43,55222196;Vetement/textile;Enfant;Abime;4
3039;21/10/16;03:41:41;1,370268098;43,57740622;Divers;NULL;Bon;2
3040;06/08/17;20:56:17;1,505026821;43,63859578;Electronique;Jeux videos;Bon;3
3041;29/11/16;00:37:37;1,344411475;43,65441793;Electronique;Ordinateur;Bon;1
3042;29/07/17;14:57:31;1,358511127;43,5373561;Ameublement;Fauteuil;Inconnu;4
3043;21/11/16;13:28:31;1,415788869;43,60138336;Vehicules;Velos;Abime;2
3044;04/04/17;17:53:59;1,424543966;43,55513195;Vaisselles;NULL;Reparable;2
3045;20/05/17;11:08:51;1,387220278;43,54476664;Vetement/textile;Femme;Inconnu;2
3046;09/12/16;06:21:39;1,362419018;43,58536302;Materiaux;Verre;Inconnu;2
3047;23/03/17;05:22:30;1,366768048;43,54545697;Vetement/textile;Enfant;Inconnu;2
3048;30/08/17;17:54:43;1,448886853;43,55511012;Electronique;Ordinateur;Reparable;1
3049;22/01/17;18:22:52;1,501846906;43,61506436;Vetement/textile;Homme;Abime;4
3050;14/06/17;07:33:01;1,378645355;43,60244753;Ameublement;Rangement;Reparable;2
3051;05/03/17;03:11:12;1,343359315;43,58330409;Vaisselles;NULL;Inconnu;4
3052;27/09/16;04:12:37;1,379537278;43,55019634;Vetement/textile;Femme;Bon;1
3053;30/09/16;10:09:57;1,387685338;43,57910119;Ameublement;Literie;Bon;1
3054;09/06/17;19:49:26;1,422374994;43,63166359;Materiaux;Carton;Abime;1
3055;24/08/17;19:26:11;1,394550685;43,61433661;Vehicules;Pieces detaches;Bon;2
3056;27/09/16;01:28:50;1,410321304;43,60649043;Ameublement;Rangement;Bon;4
3057;04/09/16;08:28:38;1,424895663;43,65818825;Electronique;Telephonie;Reparable;4
3058;07/05/17;01:29:28;1,423658187;43,65970802;Vehicules;Pieces detaches;Reparable;4
3059;31/10/16;02:45:56;1,372594482;43,56583173;Materiaux;Carton;Bon;3
3060;18/04/17;03:34:41;1,432215635;43,65859645;Vehicules;Autres;Bon;3
3061;24/10/16;07:11:36;1,496483148;43,59717282;Electronique;Telephonie;Bon;2
3062;27/01/17;06:41:04;1,429541268;43,64205146;Materiaux;Feraille;Abime;3
3063;17/09/16;04:35:00;1,41532123;43,5927035;Ameublement;Literie;Bon;1
3064;25/09/16;18:01:14;1,367872369;43,65064163;Electronique;Ordinateur;Reparable;1
3065;06/12/16;03:10:10;1,439165217;43,6238836;Electronique;Ordinateur;Reparable;4
3066;13/03/17;05:49:48;1,460107835;43,58930271;Materiaux;Carton;Abime;1
3067;15/04/17;20:59:37;1,417301647;43,5782763;Vaisselles;NULL;Reparable;1
3068;24/06/17;21:06:41;1,360371876;43,56939495;Vetement/textile;Homme;Reparable;2
3069;31/08/17;23:56:00;1,395581695;43,54011904;Ameublement;Rangement;Abime;2
3070;19/09/16;17:15:49;1,464991107;43,62001387;Vaisselles;NULL;Bon;2
3071;13/04/17;09:35:12;1,485678577;43,60586698;Ameublement;Table;Reparable;4
3072;16/06/17;06:10:51;1,381786366;43,5605739;Vaisselles;NULL;Inconnu;1
3073;07/04/17;21:05:03;1,392091875;43,58334003;Vehicules;Velos;Abime;3
3074;02/05/17;13:16:10;1,452097207;43,62448007;Electronique;Ordinateur;Bon;4
3075;13/09/17;08:22:12;1,395619158;43,54893946;Materiaux;Verre;Abime;3
3076;23/09/17;02:36:46;1,404611756;43,61673073;Electronique;Ordinateur;Abime;4
3077;29/09/16;17:31:11;1,357701792;43,60528542;Materiaux;Feraille;Inconnu;2
3078;02/05/17;02:19:09;1,426435936;43,52950243;Electronique;Telephonie;Inconnu;1
3079;20/03/17;12:13:29;1,454490789;43,53133424;Vaisselles;NULL;Abime;2
3080;06/11/16;07:00:35;1,360887714;43,65731988;Outils;NULL;Abime;1
3081;27/05/17;09:08:21;1,487187368;43,59499324;Materiaux;Feraille;Reparable;4
3082;06/02/17;10:24:24;1,413390516;43,5616127;Divers;NULL;Inconnu;3
3083;28/10/16;08:31:28;1,459026304;43,63291519;Vaisselles;NULL;Bon;1
3084;28/06/17;21:52:31;1,403834002;43,60400664;Ameublement;Fauteuil;Bon;1
3085;21/03/17;15:40:35;1,348211132;43,56281908;Electromenager;NULL;Abime;2
3086;26/10/16;07:16:55;1,457625592;43,6562488;Divers;NULL;Inconnu;4
3087;09/09/16;01:42:29;1,387482079;43,61385495;Electronique;Telephonie;Inconnu;2
3088;16/12/16;15:36:23;1,490039289;43,54971395;Vaisselles;NULL;Inconnu;2
3089;18/10/16;00:27:48;1,366520871;43,58169212;Electronique;Jeux videos;Abime;3
3090;16/09/16;03:54:20;1,431417137;43,60935553;Electromenager;NULL;Reparable;4
3091;14/08/17;19:51:48;1,38518962;43,65898008;Materiaux;Bois;Inconnu;1
3092;20/11/16;07:38:23;1,383507396;43,62145391;Ameublement;Table;Bon;3
3093;20/09/17;09:16:30;1,461156447;43,64825489;Materiaux;Carton;Inconnu;2
3094;14/03/17;10:40:35;1,463651783;43,56828488;Vetement/textile;Homme;Reparable;3
3095;31/05/17;23:56:49;1,437834391;43,62117168;Outils;NULL;Abime;4
3096;30/07/17;13:58:15;1,494654496;43,62595726;Decos;NULL;Abime;4
3097;02/09/16;20:39:09;1,51018508;43,57379637;Materiaux;Feraille;Inconnu;1
3098;31/01/17;22:19:57;1,466044254;43,64936488;Decos;NULL;Inconnu;1
3099;26/09/16;10:59:05;1,411016304;43,53360016;Electronique;Ordinateur;Bon;4
3100;11/11/16;17:59:14;1,453991127;43,55070531;Vehicules;Velos;Reparable;1
3101;26/08/17;16:12:55;1,49542444;43,65900723;Ameublement;Literie;Abime;2
3102;06/02/17;02:31:02;1,416007694;43,54486916;Decos;NULL;Inconnu;4
3103;20/07/17;23:52:15;1,469489722;43,55806486;Electronique;Ordinateur;Bon;1
3104;31/10/16;15:58:55;1,411331282;43,5922479;Materiaux;Bois;Abime;4
3105;06/10/17;14:05:06;1,495109405;43,56378901;Electronique;Ordinateur;Bon;2
3106;11/12/16;20:11:45;1,349373369;43,56468095;Divers;NULL;Bon;4
3107;11/01/17;06:35:25;1,490690238;43,62346193;Materiaux;Feraille;Bon;1
3108;12/10/16;22:15:26;1,43418135;43,64912234;Divers;NULL;Inconnu;4
3109;18/12/16;05:56:33;1,481260514;43,6278918;Ameublement;Fauteuil;Reparable;3
3110;28/04/17;15:30:17;1,383122196;43,58248545;Vehicules;Pieces detaches;Reparable;1
3111;02/10/16;09:10:05;1,482778102;43,63479928;Materiaux;Bois;Inconnu;2
3112;12/05/17;05:22:11;1,415052267;43,60397278;Ameublement;Table;Bon;4
3113;13/01/17;23:46:34;1,481749236;43,62394655;Vehicules;Velos;Reparable;1
3114;06/01/17;23:37:39;1,349046952;43,63037237;Materiaux;Verre;Abime;2
3115;03/03/17;11:50:51;1,390761547;43,6300755;Vehicules;Pieces detaches;Abime;3
3116;21/09/17;19:14:51;1,424987862;43,62317688;Electromenager;NULL;Bon;3
3117;26/07/17;07:28:42;1,34292349;43,59800766;Vetement/textile;Femme;Bon;2
3118;27/02/17;22:00:34;1,38712606;43,58679922;Electronique;Jeux videos;Inconnu;3
3119;29/09/16;22:25:41;1,49728989;43,65816022;Electromenager;NULL;Inconnu;2
3120;01/10/17;02:54:01;1,484118753;43,60030108;Ameublement;Chaise;Abime;3
3121;07/08/17;17:33:39;1,449317922;43,62645432;Vaisselles;NULL;Reparable;3
3122;28/12/16;07:28:53;1,488553805;43,58712029;Vetement/textile;Homme;Reparable;3
3123;22/12/16;00:23:04;1,430422388;43,60468586;Vetement/textile;Homme;Inconnu;2
3124;13/02/17;07:38:38;1,449256819;43,57815428;Materiaux;Feraille;Bon;4
3125;21/09/17;06:05:36;1,509462913;43,54674883;Ameublement;Chaise;Inconnu;1
3126;24/06/17;03:54:07;1,495424212;43,59437763;Materiaux;Feraille;Reparable;1
3127;22/11/16;09:47:01;1,415788539;43,55412114;Ameublement;Rangement;Abime;1
3128;27/08/17;01:07:12;1,356908154;43,59735429;Decos;NULL;Inconnu;4
3129;05/03/17;19:03:06;1,413421428;43,54147545;Decos;NULL;Bon;3
3130;29/12/16;05:55:26;1,349663414;43,65505151;Ameublement;Rangement;Bon;2
3131;09/05/17;14:54:34;1,366628813;43,5896257;Ameublement;Chaise;Reparable;2
3132;09/08/17;22:59:54;1,407826944;43,57497434;Ameublement;Rangement;Inconnu;4
3133;01/03/17;11:53:17;1,424023791;43,58042284;Vehicules;Velos;Abime;3
3134;05/05/17;20:34:24;1,493978608;43,54180152;Electronique;Jeux videos;Reparable;1
3135;07/08/17;02:15:17;1,417922151;43,65843222;Electronique;Ordinateur;Bon;3
3136;06/05/17;03:33:14;1,459166129;43,60093972;Ameublement;Chaise;Inconnu;4
3137;09/08/17;02:38:03;1,382535271;43,63558858;Materiaux;Carton;Abime;3
3138;22/09/17;01:22:08;1,358689137;43,56611787;Vetement/textile;Femme;Bon;3
3139;16/04/17;07:31:02;1,475036308;43,62761771;Vehicules;Pieces detaches;Reparable;1
3140;03/02/17;06:16:56;1,444366344;43,63792393;Ameublement;Fauteuil;Abime;1
3141;28/08/17;18:03:35;1,348712575;43,57315604;Vaisselles;NULL;Abime;4
3142;16/09/16;12:03:54;1,44815919;43,61497997;Vaisselles;NULL;Bon;4
3143;03/08/17;17:00:12;1,359838752;43,53845712;Ameublement;Table;Bon;4
3144;27/07/17;05:42:21;1,38426711;43,54595194;Vetement/textile;Femme;Inconnu;2
3145;20/05/17;14:12:18;1,390332037;43,59292339;Vetement/textile;Enfant;Inconnu;3
3146;15/09/16;02:24:28;1,347223689;43,61568945;Electronique;Ordinateur;Reparable;4
3147;27/08/17;13:38:38;1,47962073;43,56880938;Electronique;Jeux videos;Abime;4
3148;05/03/17;13:46:05;1,464074079;43,61035834;Electronique;Telephonie;Reparable;4
3149;21/12/16;20:56:40;1,355878134;43,60331124;Materiaux;Verre;Abime;2
3150;14/04/17;10:59:53;1,455408785;43,538484;Decos;NULL;Inconnu;2
3151;27/12/16;05:34:13;1,487787891;43,54535792;Materiaux;Verre;Bon;3
3152;13/11/16;01:34:16;1,501949625;43,53902312;Electronique;Jeux videos;Bon;3
3153;21/08/17;01:27:27;1,409282606;43,56624282;Vaisselles;NULL;Inconnu;3
3154;20/07/17;06:34:25;1,457089177;43,5661298;Ameublement;Rangement;Abime;3
3155;27/05/17;06:00:05;1,492599034;43,59145696;Materiaux;Carton;Bon;3
3156;09/05/17;08:23:58;1,396769044;43,56739425;Materiaux;Bois;Bon;3
3157;15/12/16;06:59:55;1,399881436;43,61269762;Vehicules;Autres;Abime;1
3158;25/01/17;15:26:37;1,435863358;43,55300201;Vaisselles;NULL;Inconnu;2
3159;21/08/17;16:24:48;1,366331002;43,58472423;Electronique;Ordinateur;Reparable;4
3160;22/06/17;23:43:12;1,504728671;43,59625618;Ameublement;Rangement;Bon;4
3161;26/11/16;07:14:56;1,457632082;43,62206587;Electromenager;NULL;Bon;4
3162;11/03/17;10:36:40;1,371973093;43,6022402;Materiaux;Bois;Bon;2
3163;25/11/16;21:29:57;1,41152971;43,65724093;Decos;NULL;Reparable;3
3164;29/07/17;04:12:45;1,491527105;43,53790785;Outils;NULL;Abime;4
3165;08/07/17;01:36:47;1,442141691;43,57706932;Ameublement;Fauteuil;Abime;4
3166;28/05/17;18:46:54;1,47740042;43,65396491;Vehicules;Pieces detaches;Bon;4
3167;03/06/17;09:42:34;1,471227279;43,57021797;Ameublement;Literie;Bon;2
3168;15/01/17;11:12:20;1,510790296;43,55065275;Ameublement;Literie;Inconnu;1
3169;08/09/17;22:47:56;1,354955702;43,63397743;Vetement/textile;Femme;Bon;1
3170;15/03/17;18:07:30;1,346216083;43,59052828;Materiaux;Carton;Inconnu;2
3171;23/09/17;15:42:02;1,502499321;43,53871479;Ameublement;Literie;Abime;3
3172;09/10/16;00:00:01;1,469973484;43,57715462;Divers;NULL;Bon;3
3173;10/01/17;13:11:29;1,470875794;43,64721908;Electronique;Ordinateur;Abime;4
3174;04/07/17;00:54:02;1,444409701;43,60160843;Vetement/textile;Homme;Bon;1
3175;17/11/16;21:41:37;1,438710413;43,55706505;Outils;NULL;Reparable;3
3176;19/09/16;22:33:19;1,406134157;43,60027278;Vetement/textile;Homme;Inconnu;3
3177;31/03/17;01:53:21;1,488437965;43,61446209;Vetement/textile;Enfant;Inconnu;2
3178;03/01/17;00:04:26;1,395182625;43,60273249;Outils;NULL;Bon;1
3179;15/12/16;10:40:40;1,396313545;43,58470439;Ameublement;Fauteuil;Abime;1
3180;07/09/16;11:32:17;1,50633328;43,55987001;Divers;NULL;Inconnu;3
3181;23/01/17;20:15:11;1,491426159;43,62450164;Materiaux;Verre;Abime;1
3182;09/05/17;00:06:18;1,414007509;43,62401659;Ameublement;Table;Abime;3
